Date,Price
1397/05/06,4263300
1397/05/07,4383300
1397/05/08,3980100
1397/05/09,3940100
1397/05/10,4032400
1397/05/11,4050900
1397/05/12,3946200
1397/05/13,3733800
1397/05/14,3678400
1397/05/15,3459900
1397/05/16,3844700
1397/05/17,3927800
1397/05/18,4072400
1397/05/19,3924700
1397/05/20,3900100
1397/05/21,3961600
1397/05/22,3946200
1397/05/23,3867700
1397/05/24,3943200
1397/05/25,3907800
1397/05/26,3867700
1397/05/27,3880800
1397/05/28,3884700
1397/05/29,3937000
1397/05/30,3941600
1397/05/31,3925500
1397/06/01,3918500
1397/06/02,3911600
1397/06/03,3944700
1397/06/04,4048600
1397/06/05,4103200
1397/06/06,4141700
1397/06/07,4150900
1397/06/08,4130900
1397/06/09,4235600
1397/06/10,4414100
1397/06/11,4605000
1397/06/12,4802000
1397/06/13,4952800
1397/06/14,4777300
1397/06/15,4725000
1397/06/16,4641900
1397/06/17,4589600
1397/06/18,4897400
1397/06/19,4971300
1397/06/20,4955900
1397/06/21,4995900
1397/06/22,5003600
1397/06/23,5106700
1397/06/24,5223700
1397/06/25,5257500
1397/06/26,5362200
1397/06/27,5357070
1397/06/29,5254500
1397/06/30,5393000
1397/06/31,5594600
1397/07/01,6030200
1397/07/02,6531900
1397/07/03,7319900
1397/07/04,6519600
1397/07/05,6513030
1397/07/06,6547300
1397/07/07,6421100
1397/07/08,5679200
1397/07/09,4832700
1397/07/10,5374500
1397/07/11,5028120
1397/07/13,4926660
1397/07/14,5039000
1397/07/15,5417600
1397/07/16,5648500
1397/07/17,5654600
1397/07/18,5633760
1397/07/19,5633760
1397/07/20,5480050
1397/07/21,5480050
1397/07/25,5449300
1397/07/26,5449300
1397/07/27,5243320
1397/07/28,5243320
1397/07/29,5430860
1397/07/30,5400110
1397/08/01,5344770
1397/08/02,5378590
1397/08/18,5626900
1397/08/19,5442200
1397/08/20,5312900
1397/08/21,5146700
1397/08/22,4851200
1397/08/23,4586500
1397/08/25,4992800
1397/09/02,4878900
1397/09/05,4691200
1397/09/06,4432600
1397/09/07,4430700
1397/09/09,4463100
1397/09/10,4758900
1397/09/11,4537200
1397/09/12,4528000
1397/09/13,4515700
1397/09/14,4512600
1397/09/16,4623400
1397/09/17,4512600
1397/09/18,4324800
1397/09/20,4226300
1397/09/21,4201700
1397/09/23,4060100
1397/09/24,4047800
1397/09/25,4014000
1397/09/26,4078600
1397/09/27,4063200
1397/09/28,4035500
1397/09/30,4057000
1397/10/01,4084800
1397/10/02,4186300
1397/10/03,4515700
1397/10/04,4531100
1397/10/05,4386400
1397/10/07,4280200
1397/10/08,4472600
1397/10/09,4521900
1397/10/10,4423400
1397/10/11,4417200
1397/10/12,4466100
1397/10/14,4411000
1397/10/15,4494100
1397/10/16,4595700
1397/10/17,4564900
1397/10/18,4592700
1397/10/19,4663400
1397/10/21,4762000
1397/10/22,4663400
1397/10/23,4709600
1397/10/24,4757300
1397/10/25,4814300
1397/10/26,4820430
1397/10/28,4823500
1397/10/29,4823500
1397/10/30,4928200
1397/11/01,4878900
1397/11/02,4851200
1397/11/03,4875800
1397/11/05,4943600
1397/11/06,4977400
1397/11/07,4971300
1397/11/08,5029700
1397/11/09,5011300
1397/11/10,4974300
1397/11/12,4740400
1397/11/13,4848100
1397/11/14,4863500
1397/11/15,4955900
1397/11/16,4940500
1397/11/17,4900500
1397/11/20,4955900
1397/11/22,5042100
1397/11/23,5091300
1397/11/24,5048200
1397/11/26,5140600
1397/11/27,5254500
1397/11/28,5534600
1397/11/29,5628500
1397/11/30,5853200
1397/12/01,5651500
1397/12/03,5734700
1397/12/04,5823900
1397/12/05,5636100
1397/12/06,5768500
1397/12/07,5713100
1397/12/08,5691600
1397/12/10,5682300
1397/12/11,5463800
1397/12/12,5356000
1397/12/13,5568400
1397/12/14,5506900
1397/12/15,5488400
1397/12/17,5590000
1397/12/18,5570600
1397/12/19,5476100
1397/12/20,5448400
1397/12/21,5617700
1397/12/22,5602300
1397/12/24,5565400
1397/12/25,5540700
1397/12/26,5546900
1397/12/27,5731600
1398/01/04,5692000
1398/01/05,5707000
1398/01/06,5775000
1398/01/07,5772000
1398/01/09,5728000
1398/01/10,5713000
1398/01/14,5710000
1398/01/16,5772000
1398/01/17,5839000
1398/01/18,6024000
1398/01/19,6089000
1398/01/20,5892000
1398/01/21,5898000
1398/01/23,5796000
1398/01/24,5809000
1398/01/25,5870000
1398/01/26,5658000
1398/01/27,5735000
1398/01/28,5716000
1398/01/30,5698000
1398/02/01,5842000
1398/02/02,5842000
1398/02/03,5858000
1398/02/04,5855000
1398/02/06,5925000
1398/02/07,5947000
1398/02/08,5929000
1398/02/09,5913000
1398/02/10,6012000
1398/02/11,6058000
1398/02/13,6104000
1398/02/14,6089000
1398/02/15,6215000
1398/02/16,6199000
1398/02/17,6270000
1398/02/18,6295000
1398/02/20,6150000
1398/02/21,6030000
1398/02/22,6113000
1398/02/23,6196000
1398/02/24,6104000
1398/02/25,6024000
1398/02/27,5916000
1398/02/28,5784000
1398/02/29,5575000
1398/02/30,5661000
1398/02/31,5870000
1398/03/01,5704000
1398/03/03,5741000
1398/03/04,5775000
1398/03/06,5593000
1398/03/07,5587000
1398/03/08,5590000
1398/03/10,5602000
1398/03/11,5491000
1398/03/12,5488000
1398/03/17,5507000
1398/03/18,5458000
1398/03/19,5535000
1398/03/20,5495000
1398/03/21,5522000
1398/03/22,5568000
1398/03/24,5753000
1398/03/25,5802000
1398/03/26,5719000
1398/03/27,5667000
1398/03/28,5713000
1398/03/29,5815000
1398/03/31,5750000
1398/04/01,5842000
1398/04/02,5861000
1398/04/03,5864000
1398/04/04,5827000
1398/04/05,5818000
1398/04/08,5735000
1398/04/09,5710000
1398/04/10,5692000
1398/04/11,5772000
1398/04/12,5833000
1398/04/14,5839000
1398/04/15,5775000
1398/04/16,5732000
1398/04/17,5713000
1398/04/18,5735000
1398/04/19,5732000
1398/04/21,5621000
1398/04/22,5568000
1398/04/23,5464000
1398/04/24,5264000
1398/04/25,5270000
1398/04/26,5242000
1398/04/28,5313000
1398/04/29,5368000
1398/04/30,5445000
1398/04/31,5562000
1398/05/01,5378000
1398/05/02,5291000
1398/05/04,5510000
1398/05/05,5396000
1398/05/06,5442000
1398/05/07,5445000
1398/05/08,5375000
1398/05/09,5399000
1398/05/11,5445000
1398/05/12,5433000
1398/05/13,5522000
1398/05/14,5525000
1398/05/15,5615000
1398/05/16,5575000
1398/05/18,5501000
1398/05/19,5473000
1398/05/21,5553000
1398/05/22,5541000
1398/05/23,5547000
1398/05/25,5596000
1398/05/26,5562000
1398/05/27,5525000
1398/05/29,5553000
1398/05/30,5513000
1398/06/01,5559000
1398/06/02,5491000
1398/06/03,5381000
1398/06/04,5439000
1398/06/05,5436000
1398/06/06,5455000
1398/06/08,5491000
1398/06/09,5482000
1398/06/10,5491000
1398/06/11,5513000
1398/06/12,5504000
1398/06/13,5522000
1398/06/15,5516000
1398/06/16,5528000
1398/06/19,5507000
1398/06/20,5479000
1398/06/22,5402000
1398/06/23,5387000
1398/06/24,5439000
1398/06/25,5433000
1398/06/26,5461000
1398/06/27,5461000
1398/06/29,5476000
1398/06/30,5451000
1398/06/31,5436000
1398/07/01,5458000
1398/07/02,5451000
1398/07/03,5445000
1398/07/05,5436000
1398/07/06,5464000
1398/07/07,5442000
1398/07/08,5408000
1398/07/09,5445000
1398/07/10,5458000
1398/07/12,5436000
1398/07/13,5433000
1398/07/14,5436000
1398/07/15,5445000
1398/07/16,5442000
1398/07/17,5448000
1398/07/19,5411000
1398/07/20,5399000
1398/07/21,5402000
1398/07/22,5415000
1398/07/23,5399000
1398/07/24,5399000
1398/07/27,5381000
1398/07/28,5375000
1398/07/29,5347000
1398/07/30,5279000
1398/08/01,5245000
1398/08/03,5325000
1398/08/05,5328000
1398/08/07,5322000
1398/08/08,5365000
1398/08/10,5430000
1398/08/11,5427000
1398/08/12,5421000
1398/08/13,5442000
1398/08/15,5424000
1398/08/17,5393000
1398/08/18,5424000
1398/08/19,5418000
1398/08/20,5427000
1398/08/21,5491000
1398/08/22,5488000
1398/08/24,5685000
1398/08/25,5679000
1398/08/26,5685000
1398/08/27,5633000
1398/08/28,5645000
1398/08/29,5652000
1398/09/01,5612000
1398/09/02,5648000
1398/09/03,5716000
1398/09/04,5676000
1398/09/05,5750000
1398/09/06,5802000
1398/09/08,5805000
1398/09/09,5904000
1398/09/10,5885000
1398/09/11,5938000
1398/09/12,5999000
1398/09/13,6064000
1398/09/15,6150000
1398/09/16,6224000
1398/09/17,6353000
1398/09/18,6184000
1398/09/19,6101000
1398/09/20,5993000
1398/09/22,5836000
1398/09/23,5966000
1398/09/24,6042000
1398/09/25,6113000
1398/09/26,6015000
1398/09/27,6086000
