Date,Price
1396/10/11,96241.30
1396/10/12,95929.50
1396/10/15,96270.40
1396/10/16,96234.50
1396/10/17,96332.60
1396/10/18,96149.30
1396/10/19,96186
1396/10/22,96627.60
1396/10/23,97228.70
1396/10/24,97944
1396/10/25,98596.90
1396/10/26,98923.60
1396/10/29,98817.30
1396/10/30,98221.10
1396/11/01,98628.40
1396/11/02,99224.80
1396/11/03,99522.20
1396/11/06,99355.60
1396/11/07,99414.60
1396/11/08,99046.10
1396/11/09,98557.90
1396/11/10,98133.50
1396/11/13,97718.80
1396/11/14,97808.20
1396/11/15,98033.50
1396/11/16,97927.50
1396/11/17,98319.50
1396/11/20,97782.70
1396/11/22,97924.70
1396/11/23,98103.40
1396/11/24,98347.90
1396/11/27,98429.70
1396/11/28,98300.70
1396/11/29,98148.50
1396/12/01,98157.30
1396/12/04,98176.90
1396/12/05,98080.30
1396/12/06,98098.50
1396/12/07,98100.80
1396/12/08,97961.80
1396/12/11,97388.70
1396/12/12,97354.30
1396/12/13,97182.70
1396/12/14,96991
1396/12/15,96860.30
1396/12/18,96594.50
1396/12/19,96028.50
1396/12/20,96194.50
1396/12/21,96314.20
1396/12/22,95525.90
1396/12/25,95577.30
1396/12/26,95819.60
1396/12/27,96290
1397/01/04,96425.90
1397/01/05,96489.70
1397/01/06,96596.70
1397/01/07,96938.90
1397/01/13,97086.20
1397/01/14,97150.60
1397/01/17,96779.90
1397/01/18,96341.30
1397/01/19,97120.80
1397/01/20,96748
1397/01/21,96287.10
1397/01/25,95987.60
1397/01/26,95506.30
1397/01/27,95522.70
1397/01/28,95523.90
1397/01/31,95265.90
1397/02/01,94494.30
1397/02/02,94299.50
1397/02/03,94576.40
1397/02/04,94796.10
1397/02/07,94284.50
1397/02/08,93805.60
1397/02/09,93586.90
1397/02/10,93612.10
1397/02/14,93100.70
1397/02/15,92849.90
1397/02/16,93165.90
1397/02/17,93605.90
1397/02/18,93691.20
1397/02/21,93891.10
1397/02/22,94165.80
1397/02/23,94703.50
1397/02/24,94905.90
1397/02/25,94940.20
1397/02/28,95103.10
1397/02/29,95136.50
1397/02/30,95227.50
1397/02/31,95229.90
1397/03/01,95445.10
1397/03/04,95794
1397/03/05,95626
1397/03/06,95529.60
1397/03/07,95409.60
1397/03/08,95577.70
1397/03/11,95951.90
1397/03/12,95998.90
1397/03/18,96077.10
1397/03/19,95916
1397/03/20,95847.50
1397/03/21,96378.70
1397/03/22,99146.30
1397/03/26,102452.40
1397/03/28,106504.10
1397/03/29,108872.90
1397/04/01,109401.40
1397/04/02,112061.30
1397/04/03,115174.50
1397/04/04,113527.70
1397/04/05,111324.80
1397/04/08,111510.80
1397/04/12,112490
1397/04/15,111051
1397/04/16,110851
1397/04/18,110848
1397/04/19,109505
1397/04/22,108916
1397/04/23,108072
1397/04/24,108109
1397/04/25,107780
1397/04/26,107776
1397/04/29,108295
1397/04/30,108830
1397/04/31,108658
1397/05/01,108395
1397/05/02,108800
1397/05/05,111877
1397/05/06,113852
1397/05/07,116759
1397/05/08,121173
1397/05/09,123951
1397/05/12,124353
1397/05/13,128448
1397/05/14,133328
1397/05/15,133584
1397/05/16,131521
1397/05/19,129013
1397/05/20,129901
1397/05/21,128522
1397/05/22,130927
1397/05/23,130476
1397/05/26,131535
1397/05/27,134354
1397/05/28,137072
1397/05/29,136910
1397/06/02,136343
1397/06/03,138582
1397/06/04,140309
1397/06/05,136765
1397/06/06,137472
1397/06/09,136109
1397/06/10,133676
1397/06/11,135257
1397/06/12,137983
1397/06/13,137714
1397/06/16,139628
1397/06/17,142234
1397/06/18,146998
1397/06/19,148577
1397/06/20,155061
1397/06/23,158119
1397/06/24,155710
1397/06/25,158071
1397/06/26,157328
1397/06/30,160538
1397/06/31,165072
1397/07/01,168624
1397/07/02,174618
1397/07/03,180635
1397/07/06,187406
1397/07/07,195104
1397/07/08,195480
1397/07/09,188259
1397/07/10,185559
1397/07/13,184085
1397/07/14,176419
1397/07/15,175185
1397/07/16,180847
1397/07/17,181015
1397/07/20,175033
1397/07/21,174826
1397/07/22,180601
1397/07/23,182834
1397/07/24,182929
1397/07/27,188575
1397/07/28,189438
1397/07/29,187778
1397/07/30,185318
1397/08/01,181060
1397/08/04,178841
1397/08/05,180626
1397/08/06,183219
1397/08/08,183367
1397/08/11,183448
1397/08/12,182918
1397/08/13,184159
1397/08/14,185100
1397/08/18,184231
1397/08/19,180668
1397/08/20,182211
1397/08/21,183212
1397/08/22,181994
1397/08/25,178819
1397/08/26,173557
1397/08/27,175816
1397/08/28,176458
1397/08/29,175713
1397/09/02,171252
1397/09/04,166463
1397/09/05,167199
1397/09/06,163772
1397/09/09,159853
1397/09/10,163138
1397/09/11,166304
1397/09/12,165701
1397/09/13,166860
1397/09/16,167083
1397/09/17,166891
1397/09/18,166915
1397/09/19,166235
1397/09/20,165352
1397/09/23,164485
1397/09/24,161708
1397/09/25,159749
1397/09/26,159146
1397/09/27,156083
1397/09/30,154550
1397/10/01,156693
1397/10/02,157484
1397/10/03,156950
1397/10/04,158443
1397/10/07,160774
1397/10/08,161309
1397/10/09,161405
1397/10/10,161840
1397/10/11,160898
